,Nome,Parte edibile,Acqua,Energia,Energia.1,Proteine totali,Proteine animali,Proteine vegetali,Lipidi totali,Lipidi animali,Lipidi vegetali,Lipidi saturi,Acido oleico,Monoinsaturi totali,Acido linoleico,Acido linolenico,Altri polinsaturi,Polinsaturi totali,Colesterolo,Glucidi dispon.,Amido,Glucidi solubili,Fibra alimentare ,Alcool,Fe,Ca,Na,K,P,Zn,B1,B2,Niacina,Vit. C,Vit. B6,Acido Folico,Retinolo equivalenti,Vit. A,b-carotene,Vit. E,Vit. D,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
0,ACCIUGHE,75,"76,5",96,402,"16,8","16,8",0,"2,6","2,6",0,"0,69","0,34","0,63","0,05",0,"0,83","0,88",70,"1,5",0,"1,5",0,0,"2,8",148,104,278,196,"1,5","0,06","0,26",14,0,"0,14",9,32,32,0,"0,29",11,,,,
1,ALICI,75,"76,5",96,402,"16,8","16,8",0,"2,6","2,6",0,"0,69","0,34","0,63","0,05",0,"0,83","0,88",70,"1,5",0,"1,5",0,0,"2,8",148,104,278,196,"1,5","0,06","0,26",14,0,"0,14",9,32,32,0,"0,29",11,,,,
2,ACCIUGHE SOTTO SALE,50,"53,8",128,536,25,25,0,"3,1","3,1",0,"0,82","0,4","0,76","0,06",0,"0,99","1,05",70,0,0,0,0,0,"6,9",542,3604,215,481,"1,7","0,06","0,26",14,0,"0,14",8,55,55,0,"0,29","4,6",,,,
3,ACCIUGHE SOTT'OLIO,100,56,206,862,"25,9","25,9",0,"11,3","6,6","4,7","2,21","5,33","6,17","0,8","0,11","1,33","2,24",120,"0,2",0,"0,2",0,0,"1,3",44,480,700,351,"2,2","0,06","0,2","6,5",0,"0,18",8,58,58,0,"0,31",5,,,,
4,ALICI SOTTO SALE,50,"53,8",128,536,25,25,0,"3,1","3,1",0,"0,82","0,4","0,76","0,06",0,"0,99","1,05",70,0,0,0,0,0,"6,9",542,3604,215,481,"1,7","0,06","0,26",14,0,"0,14",8,55,55,0,"0,29","4,6",,,,
5,ALICI SOTT'OLIO,100,56,206,862,"25,9","25,9",0,"11,3","6,6","4,7","2,21","5,33","6,17","0,8","0,11","1,33","2,24",120,"0,2",0,"0,2",0,0,"1,3",44,480,700,351,"2,2","0,06","0,2","6,5",0,"0,18",8,58,58,0,"0,31",5,,,,
6,ACQUA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
7,AGAR AGAR,100,"9,7",16,67,"1,6",0,"1,6","1,2",0,"1,2","0,24","0,04","0,11","0,02",0,"0,39","0,41",0,0,0,0,"81,1",0,"20,6",760,110,110,50,"14,4","0,01","0,22","0,2",0,0,0,0,0,0,0,0,,,,
8,AGLIO,75,80,41,172,"0,9",0,"0,9","0,6",0,"0,6","0,11","0,01","0,01","0,27","0,02",0,"0,3",0,"8,4",0,"8,4","2,3",0,"1,5",14,2,347,63,"0,6","0,14","0,02","1,3",5,"0,21",3,5,0,30,"0,01",0,,,,
9,AGNELLO,83,"70,1",162,678,"20,8","20,8",0,"8,8","8,8",0,"4,15","3,14","3,25","0,2","0,2",0,"0,41",71,0,0,0,0,0,"1,6",7,88,350,190,"3,3","0,14","0,28",6,0,"0,3",6,0,0,0,"0,09","0,4",,,,
10,AGNELLO CORATELLA,100,"77,2",110,460,"15,7","15,7",0,"4,7","4,7",0,"1,66","1,15","1,32","0,23","0,11","0,21","0,56",240,"1,2",0,"1,2",0,0,"8,8",9,103,290,282,"2,8","0,45","2,04","10,3",18,"0,36",92,7500,7494,36,"0,54","0,45",,,,
11,AGNELLO COSTOLETTE,77,"48,7",386,1615,"14,6","14,6",0,"36,3","36,3",0,"17,14","12,96","13,4","0,85","0,85",0,"1,69",71,0,0,0,0,0,"1,2",7,60,230,130,"1,9","0,09","0,16","3,9",0,"0,34",11,0,0,0,"0,07","0,4",,,,
12,AGRETTI,97,"92,3",17,71,"1,8",0,"1,8","0,2",0,"0,2","0,01","0,02","0,07","0,04","0,02",0,"0,07",0,"2,2",0,"2,2","2,3",0,"1,2",131,14,606,34,"0,2","0,03","0,19","0,8",24,"0,25",80,392,0,2352,"0,7",0,,,,
13,ALBICOCCHE,94,"86,3",28,117,"0,4",0,"0,4","0,1",0,"0,1","0,01","0,04","0,04","0,02",0,0,"0,02",0,"6,8",0,"6,8","1,5",0,"0,5",16,1,320,16,"0,1","0,03","0,03","0,5",13,"0,08",5,360,0,2160,"0,61",0,,,,
14,ALBICOCCHE SECCHE,100,"14,7",188,787,"4,8",0,"4,8","0,7",0,"0,7","0,05","0,3","0,3","0,14",0,0,"0,14",0,"43,4",0,"43,4","21,6",0,"4,1",92,56,1880,120,"0,7",0,"0,2",3,0,"0,17",14,108,0,645,"1,9",0,,,,
15,ALCOOL PURO,100,"5,7",660,2762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"94,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
16,ALLORO,100,"5,4",313,1310,"7,6",0,"7,6","8,4",0,"8,4","2,29","1,51","1,65","1,25","1,05",0,"2,3",0,"48,6",0,"48,6","26,3",0,43,830,23,530,110,"3,7","0,01","0,42",2,0,1,0,618,0,3710,"1,79",0,,,,
17,AMARENE,85,"84,2",41,172,"0,8",0,"0,8",0,0,0,0,0,0,0,0,0,0,0,"10,2",0,"10,2","1,1",0,"0,4",15,2,114,17,"0,1","0,03","0,05","0,4",7,"0,05",9,24,0,144,"0,14",0,,,,
18,AMARO,100,"57,05","246,5","1031,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,65",0,"16,65",0,"26,3","0,05","2,5",9,"18,5","3,5",0,0,0,0,0,0,0,0,0,0,0,0,,,,
19,AMIDO,100,9,379,1586,"0,4",0,"0,4","0,2",0,"0,2","0,04","0,06","0,06","0,1",0,0,"0,1",0,"100,1","100,1",0,0,0,"0,4",13,9,3,11,"0,1","0,1","0,02","0,1",0,"0,2",0,0,0,0,0,0,,,,
20,ANANAS,57,"86,4",40,167,"0,5",0,"0,5",0,0,0,0,0,0,0,0,0,0,0,10,0,10,1,0,"0,5",17,2,250,8,"0,1","0,05","0,01","0,2",17,"0,09",5,7,0,42,"0,1",0,,,,
21,ANANAS SCIROPPATO,100,77,77,322,"0,3",0,"0,3",0,0,0,0,0,0,0,0,0,0,0,"20,2",0,"20,2","0,9",0,"0,4",13,1,94,5,"0,1","0,05","0,02","0,2",12,"0,09",1,7,0,40,"0,08",0,,,,
22,ANATRA,80,"68,8",159,665,"21,4","21,4",0,"8,2","8,2",0,"2,29","3,79","4,18","1,1","0,13",0,"1,23",110,0,0,0,0,0,"1,3",12,110,290,200,"1,9","0,19","0,18","7,7",0,"0,34",25,80,80,0,"0,02","0,4",,,,
23,ANGUILLA,"76,33333333","61,4","252,3333333",1056,"13,73333333","13,73333333",0,"21,73333333","21,73333333",0,"4,393333333","5,17","13,41","0,366666667","0,806666667","0,596666667","1,763333333",117,"0,466666667",0,"0,466666667",0,0,"0,766666667",22,"80,33333333","252,3333333","214,3333333","2,8","0,203333333","0,296666667","3,2","1,333333333","0,28","13,33333333",1040,1040,0,"4,61","5,456666667",,,,
24,APERITIVI,100,0,186,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,"17,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
25,ARACHIDI,"81,33333333","3,766666667",590,"2468,666667","26,5",0,"26,5","50,06666667",0,"50,06666667","7,14","22,56","23,08","13,75666667","0,45",0,"14,21",0,"8,933333333","5,133333333","3,8","8,366666667",0,"2,666666667","53,66666667",136,720,"310,6666667","3,433333333","0,62","0,09","13,8","0,666666667","0,586666667",76,0,0,0,"3,953333333",0,,,,
26,ARAGOSTA,29,"78,1",86,360,"16,2","16,2",0,"1,9","1,9",0,"0,3","0,26","0,35","0,02","0,01","0,72","0,74",164,1,0,0,0,0,"0,8",60,177,180,280,"5,7","0,15","0,18",2,2,"0,15",1,0,0,0,"1,47",0,,,,
27,ARANCE,80,"87,2",34,142,"0,7",0,"0,7","0,2",0,"0,2","0,03","0,03","0,04","0,03","0,01",0,"0,04",0,"7,8",0,"7,8","1,6",0,"0,2",49,3,200,22,"0,2","0,06","0,05","0,2",50,"0,1",31,71,0,426,"0,24",0,,,,
28,ARANCIATA,100,86,38,159,"0,1",0,"0,1",0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,"0,3",11,0,18,5,"0,2",0,0,0,1,0,1,16,0,94,0,0,,,,
29,ARINGA,50,68,190,795,"17,8","17,8",0,"13,2","13,2",0,"2,63","1,86","6,82","0,17","0,15","1,74","2,06",50,0,0,0,0,0,"1,2",60,120,320,230,"0,9","0,01","0,26","4,1",0,"0,44",9,44,44,0,"0,76",19,,,,
30,ASIAGO,100,36,356,1490,"31,4","31,4",0,"25,6","25,6",0,"15,89",7,"8,28","0,53","0,38",0,"0,9",90,0,0,0,0,0,"0,7",770,760,97,530,"2,2","0,03","0,35","0,1",0,"0,09",40,200,175,150,"0,48","0,19",,,,
31,ASPARAGI,74,"91,675","26,75","111,5","3,325",0,"3,325","0,3",0,"0,3","0,0675","0,01","0,01","0,1175","0,01",0,"0,125",0,"2,8",0,"2,8","2,1",0,"1,275","22,5",74,222,"68,75","0,6","0,1675","0,2675","1,1","20,75","0,1",166,"75,75",0,"454,5","1,0475",0,,,,
32,ASTICE,36,"76,8",90,377,"18,8","18,8",0,"0,9","0,9",0,"0,06","0,06","0,17",0,"0,06","0,17","0,23",95,"0,5",0,0,0,0,"0,3",48,296,275,144,3,"0,01","0,05","1,5",0,"0,06",9,21,21,0,"1,47",0,,,,
33,AVENA,100,"8,2",389,1628,"16,9",0,"16,9","6,9",0,"6,9","1,22","2,17","2,18","2,42","0,11",0,"2,53",0,"55,7","52,9","2,8","10,6",0,"4,7",54,2,429,523,4,"0,76","0,14",1,0,"0,12",56,0,0,0,"0,7",0,,,,
34,AVOCADO,76,64,231,967,"4,4",0,"4,4",23,0,23,"2,7","16,51","17,28","1,89","0,08","0,02",2,0,"1,8",0,"1,8","3,3",0,"0,6",13,2,450,44,"0,5","0,09","0,12","1,1",18,"0,47",14,14,0,84,"4,19",0,,,,
35,BABA',100,"49,4",252,1054,"5,9","4,6","1,3","5,7","5,6","0,1","2,81","1,62","1,83","0,3","0,07","0,02","0,37",151,"41,4","22,9","18,5","0,9","3,1","2,3",22,315,74,40,"0,6",0,"0,11","0,5",0,"0,05",9,0,0,0,"2,35","2,52",,,,
36,BABACO,100,95,21,88,"0,7",0,"0,7","0,1",0,"0,1","0,03","0,01","0,03",0,"0,02",0,"0,02",0,"4,5",0,"4,5","1,1",0,"0,3",13,1,165,7,"0,1","0,03","0,02","0,5",28,"0,03",1,27,0,162,"1,12",0,,,,
37,BACCALA',"78,5",64,"108,5","453,5","25,3","25,3",0,"0,85","0,85",0,"0,165","0,075","0,12","0,01",0,"0,28","0,29",66,0,0,0,0,0,"2,05","127,5",3017,626,393,"0,65","0,18","0,17","2,4",0,"0,335",13,"3,5","3,5",0,"0,27",0,,,,
38,BANANA,65,"76,8",66,276,"1,2",0,"1,2","0,3",0,"0,3","0,1","0,03","0,03","0,04","0,05",0,"0,09",0,"15,5","2,7","12,8","1,8",0,"0,8",7,1,350,28,"0,2","0,06","0,06","0,7",16,"0,29",14,45,0,270,"0,27",0,,,,
39,BARBABIETOLE ROSSE,82,"91,3",20,84,"1,1",0,"1,1",0,0,0,0,0,0,0,0,0,0,0,4,0,4,"2,6",0,"0,4",20,84,300,21,"0,4","0,03","0,02","0,2",7,"0,02",101,0,0,0,0,0,,,,
40,BASILICO,100,88,40,167,"3,1",0,"3,1","0,8",0,"0,8","0,05","0,12","0,12","0,1","0,41",0,"0,51",0,"5,1",0,"5,1","5,2",0,"5,5",250,9,300,37,"0,7","0,08","0,31","1,1",26,"0,17",85,658,0,3950,"1,7",0,,,,
42,BIETA,91,"92,75",24,"100,5","1,1",0,"1,1","0,1",0,"0,1","0,02","0,025","0,025","0,04",0,0,"0,045",0,"4,15",0,"4,15","1,45",0,"1,4",41,176,217,23,"0,3","0,02","0,115",1,14,"0,065",77,132,0,792,"0,675",0,,,,
43,BIGNE',100,"37,4",318,1331,"4,6",3,"1,6","15,4","15,1","0,3","7,37","4,45","5,04","0,97","0,17","0,05","1,16",189,43,13,30,"0,5",0,"0,7",31,240,360,66,"0,1","0,02","0,07","0,3",0,"0,03",8,268,253,88,"1,25","0,25",,,,
44,BIRRA CHIARA,100,"93,5",34,142,"0,2",0,"0,2",0,0,0,0,0,0,0,0,0,0,0,"3,5",0,"3,5",0,"2,8",0,1,10,35,28,0,0,"0,03",0,1,"0,01",4,0,0,0,0,0,,,,
45,BIRRA SCURA,100,"93,3",30,126,"0,3",0,"0,3",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,"2,5",0,7,16,33,11,"0,3",0,"0,02","0,3",0,"0,01",4,0,0,0,0,0,,,,
46,BISCOTTI AL LATTE,100,5,417,1745,"13,8","5,1","8,7","8,5","6,9","1,6","1,7","3,69","3,7","2,53","0,12",0,"2,65",26,"76,1","40,4","35,7","1,2",0,"1,9",104,491,366,225,"0,4","0,29","0,26","2,4",0,"0,03",11,0,0,0,"3,77",0,,,,
48,BISCOTTI INTEGRALI,100,3,448,1874,"8,5","3,1","5,4","19,5","13,4","6,1","5,96","7,55",8,"4,01","0,23","0,02","4,26",9,"59,5","42,5",17,8,0,"3,5",110,314,390,340,"2,8","0,34","0,16","4,9",1,"0,36",27,79,74,28,"1,76","0,46",,,,
50,BISCOTTI 'PETIT BEURRE',100,4,415,1736,6,"2,2","3,8","8,2","6,6","1,6","4,67","2,07","2,25","0,3","0,12","0,01","0,43",87,"84,7","54,6","30,1","0,4",0,1,32,241,111,144,"0,6","0,18","0,14","0,9",0,"0,04",6,0,0,0,"1,4",0,,,,
51,BISCOTTI RICOPERTI AL CIOCCOLATO,100,"2,2",524,2192,"5,7","2,5","3,2","27,6","20,4","7,2","5,55","15,82","15,85","3,54","0,06",0,"3,6",2,"67,4",24,"43,4","2,9",0,"1,7",110,160,230,130,"0,8","0,03","0,13","0,5",0,"0,04",5,0,0,0,"1,43",0,,,,
52,BISCOTTI SAVOIARDO,100,"8,5",392,1640,"11,9","9,3","2,6","9,2",9,"0,2","2,83","3,17","3,47","0,97",0,"0,14","1,11",261,"69,8","30,5","39,3","1,8",0,2,40,82,120,180,1,"0,1","0,12",0,0,"0,08",18,0,0,0,"1,02","0,7",,,,
53,BISCOTTI WAFERS,100,4,454,1900,"7,1","4,7","2,4",15,10,5,"3,86","7,97",8,"1,76","0,03",0,"1,8",24,"77,6","50,9","26,7","1,6",0,"1,6",73,70,160,83,"0,6","0,09","0,08","0,5",0,"0,03",11,0,0,0,"1,9",0,,,,
54,BISCOTTO PER LA PRIMA COLAZIONE,100,"2,2",418,1749,"6,6","2,4","4,2","7,9","6,4","1,5","3,06","2,61","2,96","1,12","0,09","0,01","1,22",128,"85,4","66,9","18,5","5,7",0,"0,9",22,410,140,157,"0,6","0,08","0,19","0,5",0,"0,06",13,0,0,0,"1,4",0,,,,
55,BISCOTTI,100,"4,022222222",442,"1849,333333","8,977777778","4,133333333","4,844444444","13,93333333","10,34444444","3,588888889","4,498888889","6,051111111","6,243333333","1,833333333","0,086666667","0,074444444","1,995555556","67,88888889","73,9","44,3","29,6","2,588888889",0,"1,7","66,66666667","272,5555556","196,3333333","166,7777778","0,944444444","0,15","0,145555556","1,233333333","4,555555556","0,143333333","12,66666667","8,777777778","8,222222222","3,111111111","1,604444444","0,406666667",,,,
56,BOVINO  CERVELLO,100,"76,6",157,657,"9,8","9,8",0,"12,7","12,7",0,"2,95","2,02","2,53","0,03",0,"1,43","1,46",2000,"0,8",0,"0,8",0,0,"3,6",16,140,270,330,"1,2","0,25","0,28",6,18,"0,26",4,0,0,0,"1,2",0,,,,
57,BOVINO  CUORE,100,"75,5",123,515,"16,8","16,8",0,6,6,0,"2,94","1,38","1,59","0,12","0,02","0,03","0,18",150,"0,5",0,"0,5",0,0,"4,6",9,95,320,203,"1,8","0,58","0,89","8,2",6,"0,23",4,3,3,0,"0,77",1,,,,
58,BOVINO  FEGATO,100,70,146,611,21,21,0,"4,4","4,4",0,"1,62","0,59","0,7","0,24","0,08","0,6","0,92",300,"5,9",0,"5,9",0,0,"8,8",7,81,320,350,4,"0,26","3,3","13,5",31,"0,83",330,16500,16207,1758,"0,24","0,62",,,,
59,BOVINO  LINGUA,100,64,231,967,"17,1","17,1",0,18,18,0,"7,71","7,33","8,23","0,65",0,"0,36","1,01",78,"0,4",0,"0,4",0,0,"2,8",9,73,197,187,"3,5","0,13","0,3","3,9",3,"0,18",6,0,0,0,"0,28",0,,,,
60,BOVINO  MIDOLLO OSSEO,100,5,822,3439,"3,2","3,2",0,"89,9","89,9",0,"27,34","13,92","15,64","9,98","0,99","12,07","23,03",300,0,0,0,0,0,0,89,0,0,0,0,0,"0,01",5,0,0,0,0,0,0,0,0,,,,
61,BOVINO  MILZA,100,"75,3",107,448,"18,5","18,5",0,"3,7","3,7",0,"1,57","1,53","1,81","0,07","0,05","0,04","0,16",324,0,0,0,0,0,42,12,85,429,250,"2,1","0,28","0,39","4,4",46,"0,07",0,147,147,0,0,0,,,,
62,BOVINO  POLMONE,100,83,75,314,14,14,0,"2,1","2,1",0,"0,72","0,39","0,54","0,14","0,02","0,13","0,29",168,0,0,0,0,0,"6,7",15,198,340,173,"1,3","0,23","0,25",2,40,"0,03",9,0,0,0,0,0,,,,
63,BOVINO  RENE,100,"76,5",118,494,"18,4","18,4",0,"4,6","4,6",0,"1,93","1,07","1,2","0,16","0,02","0,09","0,27",375,"0,8",0,"0,8",0,0,8,9,180,230,220,"1,9","0,37","2,25","5,8",13,"0,37",63,345,209,818,"1,2",0,,,,
64,BOVINO  SANGUE,100,"80,5",75,314,"17,8","17,8",0,"0,1","0,1",0,"0,04","0,04","0,05",0,0,0,0,190,"0,8",0,"0,8",0,0,49,6,330,44,19,"0,2","0,09","0,03","0,8",0,0,7,21,5,93,"0,4","0,1",,,,
65,BOVINO  TRIPPA,100,72,108,452,"15,8","15,8",0,5,5,0,"2,57","1,46","2,2","0,06","0,03",0,"0,09",64,0,0,0,0,0,4,8,107,18,50,"0,7","0,14","0,18","1,6",3,0,7,0,0,0,"0,08",0,,,,
66,BRA,100,40,328,1372,"30,7","30,7",0,"22,8","22,8",0,"14,15","6,24","7,38","0,47","0,34",0,"0,8",90,0,0,0,0,0,"0,4",770,897,97,530,"2,2","0,03","0,35","0,1",0,"0,09",40,200,175,150,"0,48","0,19",,,,
67,BRANDY,100,68,224,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
68,BRESAOLA,100,"56,3",175,732,34,34,0,"4,3","4,3",0,"1,82","1,78","2,11","0,08","0,06","0,04","0,18",65,0,0,0,0,0,"7,1",35,2733,323,200,"4,1","0,12","0,6","2,4",0,"0,53",19,0,0,0,"0,13","0,5",,,,
69,BRIE,100,"48,6",319,1335,"19,3","19,3",0,"26,9","26,9",0,"16,92","6,38","7,79","0,5","0,3",0,"0,8",100,0,0,0,0,0,"0,8",540,700,100,390,"2,2","0,04","0,43","0,4",0,"0,15",58,320,285,210,"0,84","0,2",,,,
70,BRIOCHES,100,"19,5",413,1728,"7,2","1,8","5,4","18,3",10,"8,3","10,2","4,56","4,97","0,85","0,26","0,02","1,14",52,"58,4","47,8","10,6","2,5",0,"1,3",9,390,52,70,"0,9","0,18","0,16",2,0,"0,11",73,21,21,0,0,"0,13",,,,
71,BRIOCHES CON CREMA,100,"23,5",391,1636,"6,9",2,"4,9","17,1",9,"8,1","9,44","4,32","4,71","0,82","0,24","0,02","1,09",54,"55,6","43,5","12,1","2,3",0,"1,3",18,355,58,77,1,"0,17","0,16","1,8",0,"0,11",68,30,30,4,"0,05","0,19",,,,
72,BRIOCHES CON MARMELLATA,100,"21,2",394,1648,"6,5","1,6","4,9","16,5",9,"7,5","9,18","4,1","4,47","0,77","0,23","0,02","1,03",47,"58,4",43,"15,4","2,5",0,"1,3",10,352,57,64,"0,8","0,16","0,15","1,9",0,"0,1",66,19,19,0,0,"0,12",,,,
73,CIME DI RAPA,60,"90,7",22,92,"2,9",0,"2,9","0,3",0,"0,3","0,07",0,"0,02","0,04","0,08",0,"0,12",0,2,0,2,"2,9",0,"1,5",97,7,296,69,"0,2","0,04","0,16",1,110,"0,26",194,225,0,1350,"2,24",0,,,,
74,BROCCOLO,51,"90,3",27,113,3,0,3,"0,4",0,"0,4","0,06","0,03","0,03","0,04","0,15",0,"0,19",0,"3,1",0,"3,1","3,1",0,"0,8",28,12,340,66,"0,6","0,04","0,12","1,8",54,"0,17",132,2,0,12,"0,88",0,,,,
75,BRODO DI CARNE,100,"97,5",7,"29,33333333","0,8","0,7","0,133333333","0,3","0,266666667","0,033333333","0,09","0,106666667","0,116666667","0,066666667","0,003333333",0,"0,07",0,"0,233333333","0,033333333","0,2",0,0,"0,1","4,333333333","385,3333333","26,33333333","6,333333333",0,"0,02","0,01","0,3",0,"0,01","19,33333333","1,666666667","1,666666667",0,0,0,,,,
76,BRODO VEGETALE,100,98,5,21,"0,3",0,"0,3","0,4",0,"0,4","0,09","0,17","0,17","0,09","0,01",0,"0,1",0,"0,3","0,2","0,1",0,0,"0,1",1,362,8,3,0,"0,11","0,01","0,1",0,0,1,0,0,2,0,0,,,,
77,BRODO DI DADO,100,98,3,13,"0,3","0,3",0,"0,4","0,4",0,"0,2","0,15","0,16","0,01",0,0,"0,02",0,"0,1","0,1",0,0,0,0,1,366,10,7,0,0,"0,01","0,1",0,"0,01",23,0,0,0,0,0,,,,
78,BUCCIA D'ARANCIA CANDITA,100,16,313,1310,"0,2",0,"0,2","0,2",0,"0,2","0,02","0,03","0,04","0,03","0,01",0,"0,04",0,"82,7",0,"82,7","1,1",0,"1,5",65,27,24,5,"0,1","0,07","0,05","0,2",3,0,0,20,0,120,0,0,,,,
79,BUDINO AL CIOCCOLATO,100,"69,3",133,556,"2,7",2,"0,7",4,"3,9","0,1","0,71","1,69","1,7","1,33","0,1",0,"1,43",3,"21,8","9,2","12,6",1,0,"0,5",90,129,180,80,"0,4","0,03","0,16","0,3",2,"0,03",3,11,11,0,"0,13","0,03",,,,
80,BUDINO ALLA VANIGLIA,100,"71,2",130,544,"2,3","1,7","0,6","3,6","3,5","0,1","0,57","1,53","1,54","1,24","0,09","0,01","1,34",7,"21,8","9,2","12,6","0,1",0,"0,1",88,135,113,68,"0,3","0,02","0,14","0,3",0,"0,01",0,6,6,0,"0,13","0,03",,,,
81,BURRATA,100,"44,4",396,1657,"15,2","15,2",0,"34,9","34,9",0,"20,82","8,6","9,9","0,68","0,44",0,"1,11",106,"5,7",0,"5,7",0,0,"0,1",329,117,94,205,"3,1","0,05","0,42","0,3",1,"0,08",15,294,260,209,"0,72","0,22",,,,
82,BURRINI,100,"26,5",517,2163,"22,1","22,1",0,47,47,0,"27,57","11,42","13,04","0,88","0,62",0,"1,5",176,"1,6",0,"1,6",0,0,"0,4",433,353,62,256,2,"0,01","0,16","0,3",0,"0,04",5,585,533,309,"1,18","0,48",,,,
83,BURRO,100,"14,1",758,3171,"0,8","0,8",0,"83,4","83,4",0,"48,78","20,68","23,72","1,57","1,18",0,"2,75",250,"1,1",0,"1,1",0,0,0,15,7,15,16,"0,6",0,0,0,0,0,0,806,731,450,2,"0,8",,,,
84,BURRO DI ARACHIDI,100,"1,1",623,2607,"22,6",0,"22,6","53,7",0,"53,7","10,62","26,49","27,21","13,45",0,0,"13,45",0,"13,1","6,4","6,7","6,8",0,"2,1",37,350,700,330,3,"0,17","0,09","12,5",0,"0,58",53,0,0,0,"4,99",0,,,,
85,CACAO AMARO  IN POLVERE,100,"2,5",355,1485,"20,4",0,"20,4","25,6",0,"25,6","15,09","8,52","8,53","0,73",0,0,"0,73",0,"11,5","11,5",0,"28,9",0,"14,3",51,950,1500,685,"6,9","0,08","0,3","1,7",0,"0,07",38,7,0,42,"0,8",0,,,,
86,CACAO DOLCE  IN POLVERE,100,3,349,1460,"4,5",0,"4,5","8,6",0,"8,6","5,07","2,86","2,86","0,25",0,0,"0,25",0,"67,7","5,4","62,2","7,3",0,"4,4",40,950,1500,660,"6,9","0,04","0,14","1,7",0,"0,07",38,1,0,7,"0,68",0,,,,
87,CACIOCAVALLO,100,30,439,1837,"37,7","37,7",0,"31,1","31,1",0,"19,95","7,2","8,64","0,58","0,32",0,"0,9",90,"2,1",0,"2,1",0,0,"0,3",860,1259,138,590,"3,2","0,01","0,45","0,2",0,"0,07",10,336,294,252,"0,35","0,16",,,,
88,CACIOCAVALLO AFFUMICATO,100,30,439,1837,"37,7","37,7",0,"31,1","31,1",0,"19,95","7,2","8,64","0,58","0,32",0,"0,9",90,"2,1",0,"2,1",0,0,"0,3",860,1259,138,590,"3,2","0,01","0,45","0,2",0,"0,07",10,336,294,252,"0,35","0,16",,,,
89,CACIOTTA AFFUMICATA,100,"32,5",364,1523,"27,7","27,7",0,"27,3","27,3",0,"17,34","7,03","7,94","0,29","0,31",0,"0,6",104,"2,1",0,"2,1",0,0,"2,1",1160,1890,94,675,"3,5","0,03","0,47","0,2",0,"0,09",7,116,113,20,"0,73","0,5",,,,
90,CACIOTTA ROMANA DI PECORA,100,"32,5",364,1523,"27,7","27,7",0,"27,3","27,3",0,"17,34","7,03","7,94","0,29","0,31",0,"0,6",104,"2,1",0,"2,1",0,0,"2,1",1160,1890,94,675,"3,5","0,03","0,47","0,2",0,"0,09",7,116,113,20,"0,73","0,5",,,,
91,CACIOTTA TOSCANA,100,"42,8",373,1561,"24,6","24,6",0,"29,6","29,6",0,"18,37","8,1","9,58","0,61","0,44",0,"1,04",90,"2,1",0,"2,1",0,0,"0,6",618,514,68,496,"3,2","0,02","0,32","0,2",0,"0,07",10,264,231,198,"0,35","0,16",,,,
92,CACIOTTINA FRESCA,100,"54,8",261,1092,"17,3","17,3",0,"21,3","21,3",0,"13,22","5,83","6,89","0,44","0,31",0,"0,75",90,0,0,0,0,0,"0,8",290,299,36,420,"2,6","0,03","0,31","0,1",0,"0,09",19,142,139,20,"0,33","0,16",,,,
93,CAFFE' ALL'AMERICANA,100,"99,3",2,8,"0,1",0,"0,1",0,0,0,0,0,0,0,0,0,0,0,"0,4",0,"0,4",0,0,"0,4",2,2,54,1,0,0,0,"0,2",0,0,0,0,0,0,0,0,,,,
94,CAFFE' BAR,100,"95,4",4,17,"0,4",0,"0,4",0,0,0,0,0,0,0,0,0,0,0,"0,6",0,"0,6",0,0,"0,2",6,2,251,17,"0,2",0,"0,02","1,9",0,0,0,0,0,0,0,0,,,,
95,CAFFE' IN GRANI,100,"10,2",190,795,"11,2",0,"11,2","13,1",0,"13,1","5,16","1,05","1,07","4,72","0,39",0,"5,13",0,"6,7",0,"6,7","49,5",0,20,160,2,1860,160,"0,7","0,21","0,23","2,2",0,"0,14",20,0,0,0,0,0,,,,
96,CAFFE' DECAFFEINATO,100,"4,1",287,1201,"10,4",0,"10,4","15,4",0,"15,4","6,07","1,23","1,26","5,54","0,46",0,"6,04",0,"28,5","28,5",0,0,0,"4,1",130,74,2020,160,"0,7","0,07","0,2",10,0,0,22,0,0,0,2,0,,,,
97,CAFFE' MOKA,100,"95,4",4,17,"0,4",0,"0,4",0,0,0,0,0,0,0,0,0,0,0,"0,6",0,"0,6",0,0,"0,2",6,2,251,17,"0,2",0,"0,02","1,9",0,0,0,0,0,0,0,0,,,,
